tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,plot
tt0009886,movie,As the Sun Went Down,As the Sun Went Down,1919,50,Western,,,nm0394399,"Colonel Billy is an ex-dance hall girl who has now gained a reputation as a gunfighter. She lives on the outskirts of Rattlesnake Gulch, where the women look down on her due to her past, while the men respect her due to her gun. She is in love with Faro Bill, a prospector who has promised to wed Billy once he strikes enough gold. One day the stage brings a preacher, Albert Atherton, and a destitute actor and his wife, Gerald and Mabel Morton, and their infant daughter to town. As a joke on Billy, they send Atherton to her house, saying that she has a room to board. Morton, in order to support his wife and child, files a claim and begins prospecting.Morton strikes gold, and when word of his strike reaches San Francisco, the gambler Arbuthnot devises a plot to take his claim away from him.  He arrives in Rattlesnake Gulch, and forms a team with a local neer-do-well, Pizen Ike, and gets him to agree to help in his plan to cheat Morton out of his claim. Arbuthnot has brought fake love letters from Mabel, and when he reveals them, Ike insults her in front of everyone. Feeling the need to protect his wifes reputation, Morton challenges Ike to a duel. This is falling into place as Arbuthnot had predicted. Once Ike kills Morton in the duel, theyll be able to take over the claim.However, Billy learns of the duel and insists she step into the duel and take the place of Morton, many in the town support her, especially Faro Bill. Resistant at first, Ike agrees.  But when he has the opportunity, he sneaks up behind Bill and strikes him over the head. Thinking him dead, he casts him into a crevice. Bill wakes up and begins to dig his way out of the crevice.  In the process, he strikes a gold vein. He gets back to town just in time for the duel between Billy and Ike. His presence jars Ike, and Billy wounds him, and he begins to run away. Bill follows him and shoots him again in the shoulder, but the impact causes him to stumble and fall off a cliff.Exposed, Arbuthnot admits that the letters were forged, and Mabels name is no longer besmirched. In the aftermath of the duel and Ikes death, it is revealed that Bill is Athertons long lost brother, and Atherton performs the marriage of Billy and Bill."
tt0009886,movie,As the Sun Went Down,As the Sun Went Down,1919,50,Western,,,nm0394399,"Colonel Billy is an ex-dance hall girl who has now gained a reputation as a gunfighter. She lives on the outskirts of Rattlesnake Gulch, where the women look down on her due to her past, while the men respect her due to her gun. She is in love with Faro Bill, a prospector who has promised to wed Billy once he strikes enough gold. One day the stage brings a preacher, Albert Atherton, and a destitute actor and his wife, Gerald and Mabel Morton, and their infant daughter to town. As a joke on Billy, they send Atherton to her house, saying that she has a room to board. Morton, in order to support his wife and child, files a claim and begins prospecting.Morton strikes gold, and when word of his strike reaches San Francisco, the gambler Arbuthnot devises a plot to take his claim away from him.  He arrives in Rattlesnake Gulch, and forms a team with a local neer-do-well, Pizen Ike, and gets him to agree to help in his plan to cheat Morton out of his claim. Arbuthnot has brought fake love letters from Mabel, and when he reveals them, Ike insults her in front of everyone. Feeling the need to protect his wifes reputation, Morton challenges Ike to a duel. This is falling into place as Arbuthnot had predicted. Once Ike kills Morton in the duel, theyll be able to take over the claim.However, Billy learns of the duel and insists she step into the duel and take the place of Morton, many in the town support her, especially Faro Bill. Resistant at first, Ike agrees.  But when he has the opportunity, he sneaks up behind Bill and strikes him over the head. Thinking him dead, he casts him into a crevice. Bill wakes up and begins to dig his way out of the crevice.  In the process, he strikes a gold vein. He gets back to town just in time for the duel between Billy and Ike. His presence jars Ike, and Billy wounds him, and he begins to run away. Bill follows him and shoots him again in the shoulder, but the impact causes him to stumble and fall off a cliff.Exposed, Arbuthnot admits that the letters were forged, and Mabels name is no longer besmirched. In the aftermath of the duel and Ikes death, it is revealed that Bill is Athertons long lost brother, and Atherton performs the marriage of Billy and Bill."
tt0009887,movie,Ask Father,Ask Father,1919,13,"Comedy,Short",6.9,1230.0,nm0730018,"Lloyd is a serious young middle-class guy on the make, who wants to marry the boss’ daughter. The problem is getting in to see the boss so that he can ask for her hand in marriage; the office is guarded by a bunch of comic, clumsy flunkies who throw everyone out who tries to get in. When Lloyd gets into the boss’ office, the latter uses trap doors and conveyor belts to expel him; Lloyd then goes to the costume company next door, tries to get in wearing drag (no success), and then in medieval armor – that works, since he bangs everyone over the head with his club. When he learns that the daughter has eloped with another suitor, Lloyd decides to be sensible and he settles for the cute switchboard operator (Daniels) instead. The film includes a brief wall climbing sequence."
tt0009892,movie,Auction of Souls,Ravished Armenia,1919,80,"Drama,History,Romance",5.5,1240.0,nm0002177,"According to a contemporary New York Times article, the first half of the film shows ""Armenia as it was before Turkish and German devastation, and led up to the deportation of priests and thousands of families into the desert. One of the concluding scenes showed young Armenian women flogged for their refusal to enter Turkish harems and depicted the Turkish slave markets."" The story was adapted for the screen by Henry Leyford Gates, who also wrote the book."
tt0009893,movie,The Oyster Princess,Die Austernprinzessin,1919,60,Comedy,7.2,2157.0,nm0523932,"The film opens in the mansion where Mr. Quaker, the American “Oyster King,” resides with his unmarried daughter, Ossi, accompanied by a large staff of butlers. After hearing about a rival debutantes recent royal marriage, Ossi throws a tantrum. Also competitive, Mr. Quaker promises his daughter that he will find a suitable royal for her to marry. They engage a matchmaker, who locates Prince Nucki, an indebted down-on-his-luck royal, who hides his wealth from his poorer friends and his poverty from his wealthier associates. Hoping that the match could improve his financial situation, Prince Nucki agrees to send his friend Josef to meet Ossi oh his behalf.When Josef arrives at the Quakers’ residence, he accidentally provides Prince Nuckis calling card as his own. Ossi isnt impressed with the visitor, but, eager to be married and believing Josef to be the prince, she rushes them to a priest, where Ossi is immediately married to Josef, under Prince Nuckis name. A rushed but well-attended wedding reception follows the quick marriage. Both Mr. Quaker and Ossi arent fond of her new husband, but Josef thoroughly enjoys the rousing party, which features a “Foxtrot epidemic” that causes the whole house, including staff, to break into dance.Meanwhile, after a night of carousing with friends, the real Prince Nucki stumbles into a carriage that takes him to a meeting of the Multi-Millionaires’ Daughters Association Against Dipsomania, of which Ossi is a member. There, the two meet and are immediately smitten. Not yet knowing each others identities, both are distraught, she believing herself to be recently married and he believing himself to be betrothed. Josef finds them together and, laughing, asks, “Do you know that you two are married to each other?“ The happy couple celebrate with a second, much smaller reception, and in the end, Ossi, Prince Nucki, and Mr. Quaker are all pleased with the match."
tt0009894,movie,The Grey Automobile,El automóvil gris,1919,223,"Action,Crime,Thriller",7.0,235.0,nm0741082,Detective Cabrera wants to re-establish peace in Mexico City after a vandalism wave.
tt0009897,movie,A Bachelor Husband,A Bachelor Husband,1920,\N,Romance,,,nm0287593,Inheritor weds stepsister who elopes with cad.
tt0009898,movie,A Bachelor's Wife,A Bachelor's Wife,1919,50,Comedy,,,nm0283444,"As described in Motion Picture Herald, Mary O’Rourke (Minter) arrives in America from Ireland and finds her young friend and baby deserted by the husband. Mary takes the baby to the Stuyvesant mansion, demanding that it be recognized. Mrs. Stuyvesant, an invalid, is delighted with the child, and mistaking Mary for her daughter-in-law, invites her to stay and take charge of the house. The doctor informs Mary that she must comply with the old ladys request, as a shock might prove fatal to her. John Stuyvesant arrives home and denounces Mary as an imposter. She admits that she is but insists that he shall do right by Norah. He insists he was never married, and to prove it starts to marry another girl. Mary confronts him with the marriage license, which it appears belongs to J. Frederick Stuyvesant, a cousin. He had failed to acknowledge Norah as his wife while waiting to come into his fortune. Things straighten themselves out, Norah and the child come into their own and Mary and John decide to marry."
tt0009902,movie,The Bandbox,The Bandbox,1919,70,Mystery,,,nm0624756,A pearl necklace is smuggled through customs without paying duty after arriving in America from an ocean liner and a gang of criminals hot on the trail of them.
tt0009903,movie,Bare Fists,Bare Fists,1919,60,"Action,Drama,Western",4.0,64.0,nm0000406,"The film takes place in a lawless town in southwestern Kansas during the era of outlaws and cowboys.  After the marshal is killed while breaking up a saloon fight, his son, Cheyenne Harry avenges his father’s death by killing two of the men involved.  His mother pleads with him to never carry a gun again and Cheyenne Harry agrees.Harry is wooing the beautiful Conchita.  Conchita is also being wooed by the devious Boone Travis. In order to eliminate his rival, Travis murders a man and frames Harry.  Harry is sentenced to die, but is allowed one last visit to see his mother.During this trip he is told that his brother Bud was attacked and branded by cattle thieves.  Harry escapes custody and punishes the men who attacked his brother.  He is also cleared of the charge of murder."
tt0009904,movie,Bare-Fisted Gallagher,Bare-Fisted Gallagher,1919,50,Western,1.7,13.0,nm0291838,"Bare-fisted Gallagher (William Desmond) has inherited a mine from his uncle.  Gallagher falls in love with a woman bandit, whom he has rescued from an attack by Aliso Pete (Frank Lanning).  Aliso owns the general store, but also turns out to be another bandit.  Gallagher convinces Jem to reform."
tt0009907,movie,The Battler,The Battler,1919,60,Drama,,,nm0717046,"""The Battler"" begins as Nick Adams is thrown off a train, caught as a stowaway. Nick stumbles into the forest, to make his way to the next town, where he sees a fire in the darkness. A man next to the fire greets him, asking how he got the black eye. Nick answers that he was punched off a train that he got on from Walton Junction. The man says should hit the man on the train with a rock the next time he passes. Nick replies, ""I’ll get him"". When the man compliments Nick on his toughness, he replies that ""You got to be tough."" After this, Nick realizes that the mans face is misshapen with a smashed nose, permanently swollen lips, and one missing ear. The man then asks Nick whether he has ever been crazy and admits that ""I’m not quite right"" followed by ""I’m crazy"". Nick starts to feel uncomfortable and considers leaving until the man reveals himself to be Ad Francis, a former boxing champion. Later, Ads African-American friend Bugs comes back to the camp with their dinner. While preparing dinner, Ad asks Nick for a knife, and Bugs tells Nick to not hand it to Ad. Ad is greatly offended and becomes very aggressive, saying, ""You come in here where nobody asks you and eat a man’s food and when he asks to borrow a knife you get snotty."" He threatens to hit Nick, but Bugs knocks him out with a blackjack. Nick asks how Ad became so crazy, and Bugs explains that Ad took too many beatings in the ring and that his wife–who the media falsely claimed to be his sister–abandoned him. Shortly after, Ad became depressed and could no longer financially support himself. After this revelation, Nick leaves the camp and heads towards Mancelona."
tt0009912,movie,The Beauty Market,The Beauty Market,1919,60,"Drama,Romance",,,nm0132324,
tt0009915,movie,Behind the Door,Behind the Door,1919,70,"Drama,Thriller,War",7.2,376.0,nm0929649,"In 1925 (set six years after the films release), the silhouetted figure of Oscar Krug, a seafarer, enters a graveyard above a town in coastal Maine. That morning in town, he enters the abandoned taxidermy shop he once owned.  He slumps at his former worktable and is lost in memory.  Except for the last scene, the rest of the films story is an extended flashback.In 1917, Krug, a German-American taxidermist who had been a sailor in the U.S. Navy is subject to suspicion and resentment by the townspeople.  He nonetheless wins the heart of Alice Morse, despite the disapproval of her father, the town banker.  When news arrives of the U.S. declaration of war against Germany, the townspeople question Krugs patriotism, even though he was already on the way to enlist.  A mass fistfight ensues, with the groups leader, Bill Tavish, finally accepting Krugs devotion to his country.  The two men rush off to enlist in the Navy.  Krug and Alice are married in secret soon after.Alice is thrown out by her father when he learns of the marriage, and she manages to stow away on the Navy ship that Krug now commands.  The ships nurse takes her on as an assistant before she reveals her presence to Krug.  Krugs ship is sunk by a German U-boat, commanded by Lt. Brandt, who then abducts Alice from the lifeboat that she and Krug shared, with Krug vowing revenge.Now in command of a new ship, Krug is still haunted by his hatred.  His ship sinks a U-boat that turns out to have been commanded by Brandt. To his crews bewilderment, Krug welcomes Brandt to his cabin, speaking German and getting him drunk.  Not knowing Krugs identity, Brandt brags about how Alice was sexually abused and died.  Krug then reveals himself and binds Brandt behind a closet door.  When Krugs first officers enter the cabin, they are horrified to discover that Krug, with his taxidermy tools, had skinned Brandt alive.In the final scene, set again in the films present, Krug collapses at his worktable and dies.  His spirit is greeted by that of Alice, and the two are united again in death."
tt0009919,movie,The Beloved Cheater,The Pleasant Devil,1919,50,Comedy,,,"nm0127511,nm0309163","Kingdon Challoner is in love with and engaged to Eulalie Morgan. The problem is that Eulalie is of the belief that kissing and petting are forbidden prior to marriage.  Beside himself, Bruce enlists the help of Bruce Sands, a renowned playboy.  The two concoct a plot whereby Sands will have the opportunity to seduce Eulalie, with her believing it is Kingdon. The plan is successful with the exception of Eulalie realizing it is not Kingdon who has seduced her. She breaks off her engagement with Kingdon and proclaims her love for Bruce.However, when Eulalie goes to Bruces place to let him know the good news, she finds a woman in his bed. Believing the woman to be Bruces lover, she flees the scene. The woman is not a lover, but Bruces sister, who is staying with him. When Kingdon arrives, he believes that Bruce has stolen Eulalie away from him. Bruce calms Kingdon down, getting him to understand that he has no design on Eulalie.  He instructs Kingdon on how to properly seduce a woman. Kingdon pursues Eulalie, the two are reconciled and move forward with their plans for marriage."
tt0009921,movie,The Best Bad Man,The Best Bad Man,1919,\N,"Short,Western",,,nm0474631,"As described in a review in a film magazine, Hugh Nichols (Mix) is a wealthy tenderfoot idler who has never taken life seriously until a westerner demands that he complete a dam on his property that was promised by his father and is necessary for a score of ranches. As Hugh has already sent money to complete this project, he determines to investigate for himself, and disguises himself as a peddler of musical instruments. He finds that his agent is a crook, steals his own money back, and resists arrest until he can be identified. In the meantime he has fallen in love with Peggy (Bow), the leader of the ranchers. The villain dynamites the dam and Hugh saves the young woman."
tt0009925,movie,The Better Wife,The Better Wife,1919,50,Drama,,,nm0247358,
tt0009927,movie,Between the Acts,Between the Acts,1919,15,"Comedy,Short",5.4,25.0,nm0783865,"The story takes place in a country house somewhere in England, just before the Second World War, over the course of a single day. It is the day when the annual pageant is to be performed on the grounds of the house. The pageant is traditionally a celebration of English history, and it is attended by the entire local community.The owner of the house is Bartholomew Oliver, a widower and retired Indian Army officer. His sister Lucy Swithin, who is also living in the house, is slightly eccentric but kind. Bartholomew has a son, Giles, who has a job in London and is restless and frustrated. Giles has two children with his wife Isa, who has lost interest in him. Isa is attracted to a local gentleman farmer, Rupert Haines, although the relationship goes no further than eye contact. Mrs. Manresa and her friend William Dodge arrive and stay for the pageant. The pageant has been written by Miss La Trobe, a strange and domineering spinster.The day is interspersed with events leading up to the pageant. Lucy fusses around making preparations for the decorations and the food. Bartholomew frightens his grandson by jumping out at him from behind a newspaper and then calls him a coward when he cries. Mrs. Manresa flirts provocatively with Bartholomew and Giles. William Dodge, assumed by the others to be homosexual, is the subject of homophobic thoughts by many of the others but is friendly with Lucy.The pageant occurs in the evening, and it has three main parts which are broken up by intermissions, during which the audience members interact with one another. Following a prologue by a child who represents England, the first scene is a Shakespearean scene with romantic dialogue. The second scene is a parody of a restoration comedy, and the third scene is a panorama of Victorian triumph based on a policeman directing the traffic in Hyde Park. The final scene is entitled ""Ourselves"", at which point Miss La Trobe shocks the audience by having the cast turn mirrors on them.When the pageant ends and the audience disperses, Miss La Trobe retreats to the village pub and, brooding over what she perceives to be the pageants failure, begins to plan her next drama. As darkness descends, cloaking the country house, Giles and Isa are left alone, presumably resulting in conflict and reconciliation."
tt0009932,movie,"Billy Blazes, Esq.","Billy Blazes, Esq.",1919,12,"Comedy,Short,Western",6.0,955.0,nm0730018,
tt0009934,movie,The Black Circle,The Black Circle,1919,50,Drama,,,nm0717046,"Amy and Dan Cahill, the protagonists of the series, try to follow a Lucian secret which was stolen by the Nazis during World War II. They also encounter the infamous Madrigals who helped them escape the Black Circle in the end.  They are in the Cairo hotel when they receive a telegram. Nellie is still asleep, so they take her cell phone and leave her a note saying that they went to buy some doughnuts. But on the way to the Cairo International Airport, they are chased by Ian and Natalie Kabra, competitors in the race to find the 39 clues hidden around the world. However, they eventually lose the Kabras and find what they are looking for: the locker mentioned in the telegram. They find a glass paperweight with a key in the bottom, and it is holding down a piece of parchment with scrambled letters. They also find a box with disguises and two passports showing them with the disguises on, plus a Russian guide book with two tickets to Volgograd, Russia.After boarding their plane, Amy and Dan unscramble the words on the parchment by adding the underlined letters in their names and find out that information about the next clue is in the following Russian cities: Volgograd, Moscow, Yekaterinburg, St. Petersburg and the following Siberian cities: Magadan and Omsk. The Clue seems to follow the murder of the last Russian Royal family, the Romanovs.After arriving at Volgograd, Amy and Dan meet and work with the Holts, and they make an alliance with Hamilton Holt. They find a secret entrance inside the Motherland Calls(2 times the size of the Statue of Liberty) and there is a rope system and an important lead on the platform on top of very high ropes. They beat Hamilton by using an easier rope and take the package with the important lead. They discover a hint to the clue(from the package) around Rasputin, Anastasia Romanov and Alexei Romanov. They check out the cities on the list they found by the eye of the statue, leading them to the place Rasputin died. During an attack by the Kabras, the Holts alert them of a location code which guides them to a Lucian base. There, they discover who the mysterious NRR is(she sent the telegram). Nataliya Ruslanovna Radova, the only daughter of Anastasia. They also find the clue in the Amber Room, located by Nataliya. In the Amber Room, they found fake Australian passports of their parents, meaning they went on the hunt for the Clues with the fake passports but never finished. They run into Irina and the man in black. Amy and Dan hide in a coffin while he lures Irina and two Lucian agents out of the church in an attempt to help them escape.They safely make it out of the Church on the Blood, and with Nellie on her way, Dan calls Hamilton and gives him the clue, 1 gram of melted amber. The book ends with the Holts ending their alliance with Amy and Dan."
tt0009937,movie,Blind Husbands,Blind Husbands,1919,102,"Drama,Romance",6.9,1686.0,nm0002233,"A group of holiday-makers arrives at Cortina dAmpezzo, an Alpine village in the Dolomites. Among them are an American Doctor who does not pay much attention to his wife and an Austrian Lieutenant, who decides to seduce her. He manages to befriend the couple so that, when the Doctor has to leave to help a local physician, he asks the Lieutenant to look after his wife. When the Lieutenant becomes too pressing, she promises to leave with him but asks him to give her more time. During the night, she puts a letter under the door of his bedroom.The Doctor goes on a climbing expedition with the Lieutenant, who has been bragging about his exploits as a mountaineer. In fact, he is not in very good shape and the Doctor must help him to reach the summit. In the process, the Doctor finds his wifes letter in the pocket of the Lieutenants jacket, but before he can read it, the Lieutenant throws it away. He asks the Lieutenant whether his wife had promised to leave with him and the Lieutenant gives a positive answer. The Doctor decides to leave him on the summit and starts his descent, despite the Lieutenant now saying that he has been lying because he thought the Doctor would not believe the truth. On his way back, the Doctor finds his wifes letter, in which she had written that she loved only her husband, and asked the Lieutenant not to bother her any longer with his attentions. While pondering whether he should go back to get the Lieutenant, he loses his balance and falls down. When the Doctor is finally saved by soldiers, he asks them to go and help the Lieutenant. Before they can reach him, the Lieutenant, scared by a staring vulture, falls to his death from the precipice."
tt0009950,movie,Bolshevism on Trial,Bolshevism on Trial,1919,70,Drama,5.3,65.0,nm0461295,"Barbara Bozenta, a wealthy female socialite intent on reforming capitalism is lured into the Socialist cause by Herman Wolff, a Socialist agitator. Her concerned boyfriend Norman Worth, a World War I veteran wounded in combat, hears her lecture on the virtues of international socialism and is converted to her views. Prompted by Herman, she raises money among her wealthy friends to buy Paradise Island off the Florida coast to establish a collective colony, a society of ""happiness and plenty."" Norman tries to raise money from his father and is rebuffed. His father expects Norman will benefit from the experience: ""Hell get his island and a lesson along with it."" When the wealthy colonists settled on their island, they elect Norman their ""Chief Comrade."" They quickly discover that none of them has any worthwhile skills. Most identify themselves as ""assistant managers."" Faced with disorganization, the colonists replace Norman with Herman, as the activist had long intended. He establishes a police force, abolishes marriage, and has the state assume ownership of the women and children. He imprisons Norman, which prompts Barbaras epiphany: ""The poor deluded people will starve and die as they are in Russia.""  She rejects Hermans advances and Normans father arrives at the head of a U.S. Navy fleet to save the day. Norman lowers the red flag and raises the American flag to general cheers."
tt0009952,movie,Bonds of Love,Bonds of Love,1919,50,"Drama,Romance",,,nm0054977,"Una Sayre, a governess in widower Daniel Cabots home, saves his son, young Jimmy Cabot, from drowning. Through her attention to the child, she wins the love of her employer despite the plotting of Lucy and Harry Beekman, his late wifes brother and sister. When Una discovers a love letter written by a man whom the first wife was seeing, she visits him and demands that he return all of her letters. Lucy and Harry Beekman use this meeting to cast suspicions on Unas reputation, but Cabot eventually discovers that Una was acting in his own interest. He finally overcomes his devotion to the memory of his dead wife, and throws her greedy relatives out."
tt0009959,movie,The Bramble Bush,The Bramble Bush,1919,50,Drama,,,nm0855912,"Dr. Guy Montford moves back to his seaside Massachusetts hometown at the request of old friend Larry McFie, who is dying of cancer. Over the objections of Larrys father, Sam, hospital administrator Dr. Sol Kelsey puts the patient in Guys personal care.Guy runs into Bert Mosley, an unscrupulous lawyer who is running for district attorney. He is unaware that Mosley is having an affair with Kelseys chief nurse, Fran, until one night he is summoned to a motel fire and finds that Bert and Fran were secretly meeting there.Larry knows his condition is terminal, despite Guys mentions of a possible miracle drug. Larrys death-bed wish is that his wife, Margaret, will end up married to Guy, whom he trusts. Sam McFie, for some reason, does not want his son being treated by Guy.Margaret goes sailing with Guy, but is devoted to her husband. She is also unhappy with Guys cruel treatment of a town drunk, Stew, until she learns that the man once had an illicit romance with Guys mother, resulting in the suicide of his father. Margaret and Guy briefly become lovers.Fran has hopelessly fallen in love with Guy, but is being blackmailed by reporter Parker Welk, who knows of the motel affair and threatens to go public unless Fran poses for provocative photographs. Bert finds out about it and assaults Parker, who receives medical attention from Guy.Complications develop when Larry pleads with Guy to put him out of his misery and Margaret discovers she is pregnant from the one-night stand. Guy cant bear to see his friend in pain. He gives him a fatal overdose of morphine. Fran realizes what happened and tells Bert, who has Guy placed under arrest.Larrys father lies on the witness stand that his son feared for his life in Guys care, believing the doctor was in love with his wife. Sol, however, testifies that he personally heard Larry beg Guy for euthanasia. A jury acquits Guy, who hopes he and Margaret can move beyond all that has happened someday."
tt0009962,movie,The Brat,The Brat,1919,70,Drama,,,nm0085133,"A novelist brings a wild chorus girl home, hoping to study her for inspiration for his new novel. His snobby upper-class family is upset by her presence, but soon she has changed their lives forever."
tt0009964,movie,Breed of Men,Breed of Men,1919,50,"Drama,Western",7.4,13.0,nm0385171,
tt0009967,movie,A Broadway Saint,A Broadway Saint,1919,50,Comedy,,,nm0398464,
tt0009968,movie,Broken Blossoms,Broken Blossoms or The Yellow Man and the Girl,1919,90,"Drama,Romance",7.2,11037.0,nm0000428,"Cheng Huan leaves his native China because he ""dreams to spread the gentle message of Buddha to the Anglo-Saxon lands."" His idealism fades as he is faced with the brutal reality of Londons gritty inner-city. However, his mission is finally realized in his devotion to the ""broken blossom"" Lucy Burrows, the beautiful but unwanted and abused daughter of boxer Battling Burrows.After being beaten and discarded one evening by her raging father, Lucy finds sanctuary in Chengs home, the beautiful and exotic room above his shop. As Cheng nurses Lucy back to health, the two form a bond as two unwanted outcasts of society. All goes astray for them when Lucys father gets wind of his daughters whereabouts and in a drunken rage drags her back to their home to punish her. Fearing for her life, Lucy locks herself inside a closet to escape her contemptuous father.By the time Cheng arrives to rescue Lucy, whom he so innocently adores, it is too late. Lucys lifeless body lies on her modest bed as Battling has a drink in the other room. As Cheng gazes at Lucys youthful face which, in spite of the circumstances, beams with innocence and even the slightest hint of a smile, Battling enters the room to make his escape. The two stand for a long while, exchanging spiteful glances, until Battling lunges for Cheng with a hatchet, and Cheng retaliates by shooting Burrows repeatedly with his handgun. After returning to his home with Lucys body, Cheng builds a shrine to the Buddha and takes his own life with a knife to the chest."
tt0009969,movie,The Broken Butterfly,The Broken Butterfly,1919,58,Drama,6.4,211.0,nm0869665,"While strolling through the forests of Canada, Marcène Elliot (Starke), a naive young woman meets Daniel Thorn (Cody), a composer looking for inspiration for a symphony. They are fascinated by each other and she abandons herself into her lovers arms. Daniel then writes a symphony and calls it “Marcène” after her. He then asks her to accompany him to ""the old continent"" for the first time, but she refuses, fearing the anger of her Aunt Julie Elliot (Alden).Marcène gives birth to a little girl and then her aunt rejects her. Her own fears push her to attempt suicide. Upon returning, Daniel learns from Aunt Julie that Marcène gave birth to his child and that she drowned herself and her daughter. He then travels to forget his pain and meets Marcènes sister in England where she is playing his symphony. They get to know each other, finally fall in love and get married. Upon returning to Canada, they discover that Marcène and her daughter are still alive, but that Marcène lays dying in her bed. In agreement with his wife, they hide their marriage from Marcène. She dies happy and the couple adopts the little girl."
tt0009973,movie,Bumping Into Broadway,Bumping Into Broadway,1919,25,"Comedy,Short",6.9,1386.0,nm0730018,"The film opens with a quick glimpse into the glamorous life of Broadway and the hubris often associated with its players. The film then shifts to the story of ""The Girl"" and ""The Boy,"" she an aspiring actress and he an unpublished playwright. They are both humble artists struggling to make it big, and each are behind in their rent at a boarding house run by a stern landlady and a large, thuggish ""bouncer."" Having romantic feelings for the girl, the boy gives her all of his money so she can pay the back rent. Now penniless, the boy must find different ways to elude the landlady and bouncer. He finally escapes the menacing duo by hopping into a moving car.Later, the eager playwright sneaks into the theater where the girl works a chorus girl to try and sell his play to the manager. He is unsuccessful, and after being kicked out of the managers office, hes physically thrown into the street. Meanwhile, the girl has been fired from the show, and as a consolation, accepts an offer from the handsome ""Stage-door Johnnie"" to accompany him to a posh nightclub.The couple, followed by the boy, arrive at the Sky Limit Club, an underground gambling establishment. While searching for the girl inside the club, the boy accidentally starts winning at roulette when he unwittingly places some found money on the table. Just as he bankrupts the casino, the place is raided by the police. After a series of chases and clever maneuvers, the boy is able to evade the police and is reunited with the girl. The film ends with the two engaged in a romantic kiss."
tt0009976,movie,The Busher,The Busher,1919,63,"Drama,Sport",5.9,731.0,nm0832584,"When the train transporting the St. Paul Pink Sox is delayed outside of Brownsville, the players exit the train for some exercise and end up playing a game with the locals. The manager is impressed with Ben Harding, inexperienced but talented pitcher for the Brownsville baseball team. Ben joins the team and leaves for the big city, promising his sweetheart Mazie Palmer that he will return for her.However, success goes to his head and he forgets about his small-town roots. He ignores the hometown folk, including Mazie, when they come to the big city to see him play. Because he lives the fancy life, his pitching suffers and soon he is sent back home in shame. Ben vows never to play ball again, but discovering that Mazies brother has bet their house on the championship game, with the home team behind, Ben returns to the mound, wins the game, the respect of the town, the love of Mazie, and a new contract from a Pink Sox representative who had been waiting for Ben to lose his conceit."
tt0009978,movie,By Right of Birth,By Right of Birth,1921,4,"Drama,Short",5.0,109.0,nm0304569,"By Right of Birth is a film about a woman named Juanita Cooper, played by Anita Thompson. She had been raised by adoptive parents, Frank and Geraldine Cooper (played respectively by Lester Bates and Grace Ellenwood). She decides to search for her biological parents, with the help of the young attorney Manuel Romero (played by Lew Meehan), who has a secret crush on her. Manuel is trying to obtain land leases belonging to Freedmen in Oklahoma, specifically, black former slaves who had had American Indian owners, and the descendants of these slaves. The land that was allotted to these freemen is, unknown to them, rich in oil, and valuable to own. Manuel learns of a missing allottee named Helen Childers, the granddaughter of an old Indian woman by the name of Minnie Childers (played by Minnie Provost). Manuel forges her signature on a lease to get her rightful proceeds for himself instead. Geraldine Cooper and a detective “Pinky” Webb (played by Webb King) figure out through some research that Juanita is actually the same person as Helen Childers. The film ends with Juanita eventually finding her birth mother, Mother Agnes (played by Beatrice George), and inheriting a large sum of money, producing the films happy ending in spite of villainous schemes; Romero, caught in his own lies, ends up dead because of it."
tt0009986,movie,Captain Kidd's Kids,Captain Kidd's Kids,1919,20,"Comedy,Short",6.4,534.0,nm0730018,"The Boy, a wealthy young man, awakens on his wedding day with a huge hangover after a wild bachelor party.  When he is sober enough to call his fiancee, The Girl tells him that her overbearing mother has learned of the previous nights party and has forbidden the marriage to take place.  Instead, the mother is taking her on a cruise to the Canary Islands.  The Boy and his valet quickly board a ship setting sail to that destination.  The Boy falls asleep and dreams he and his valet have been thrown overboard by robbers.  The two are rescued, but it is by a shipload of hostile female pirates.  The valet turns on The Boy to ingratiate himself with the pirates.  The boy is put to work as the cooks assistant but causes so much chaos in the ships galley that he is sentenced to walk the plank.  The Girl, who is one of the pirates, tries to rescue the boy with the aid of a group of male pirates.  After a series of escapes and battles, The Boy is about to be hanged when he awakens from his dream.  He encounters The Girl and musters the courage to forcefully confront her disapproving mother and drive her away.  The Boy also turns on his valet for his treachery in the dream."
